source_record,account_id,golden_record_id,id_format_valid
DUP01820,ACC006677,GOLD00013,VALID
DUP01821,ACC008118,GOLD02138,VALID
DUP01822,ACC005017,GOLD02767,VALID
DUP01823,ACC009506,GOLD02087,VALID
DUP01824,ACC000290,GOLD00941,VALID
DUP01825,ACC006568,GOLD01327,VALID
DUP01826,ACC006982,GOLD02412,VALID
DUP01827,ACC004437,GOLD00341,VALID
DUP01828,ACC009173,GOLD00387,VALID
DUP01829,ACC004328,GOLD00451,VALID
DUP01830,ACC007205,GOLD01176,VALID
DUP01831,ACC000104,GOLD01696,VALID
DUP01832,ACC002269,GOLD02534,VALID
DUP01833,ACC009732,GOLD00237,VALID
DUP01834,ACC005614,GOLD02471,VALID
DUP01835,ACC007896,GOLD01136,VALID
DUP01836,ACC002437,GOLD00226,VALID
DUP01837,ACC003617,GOLD01230,VALID
DUP01838,ACC008617,GOLD01926,VALID
DUP01839,ACC004906,GOLD02912,VALID
DUP01840,ACC003364,GOLD02214,VALID
DUP01841,ACC009157,GOLD00934,VALID
DUP01842,ACC002711,GOLD02798,VALID
DUP01843,ACC004940,GOLD01005,VALID
DUP01844,ACC008298,GOLD00899,VALID
DUP01845,ACC000544,GOLD02076,VALID
DUP01846,ACC007076,GOLD00522,VALID
DUP01847,ACC007682,GOLD00018,VALID
DUP01848,ACC008379,GOLD00758,VALID
DUP01849,ACC007201,GOLD00197,VALID
DUP01850,ACC009211,GOLD01459,VALID
DUP01851,ACC009591,GOLD01542,VALID
DUP01852,ACC007759,GOLD00050,VALID
DUP01853,ACC009929,GOLD00669,VALID
DUP01854,ACC004568,GOLD02218,VALID
DUP01855,ACC001079,GOLD02187,VALID
DUP01856,ACC008960,GOLD02501,VALID
DUP01857,ACC005662,GOLD01695,VALID
DUP01858,ACC002944,GOLD02637,VALID
DUP01859,ACC005497,GOLD02889,VALID
DUP01860,ACC003613,GOLD00957,VALID
DUP01861,ACC001808,GOLD01745,VALID
DUP01862,ACC006819,GOLD02087,VALID
DUP01863,ACC006120,GOLD01742,VALID
DUP01864,ACC009946,GOLD01431,VALID
DUP01865,ACC007086,GOLD02931,VALID
DUP01866,ACC008704,GOLD00614,VALID
DUP01867,ACC004070,GOLD00025,VALID
DUP01868,ACC003031,GOLD01615,VALID
DUP01869,ACC007629,GOLD01453,VALID
DUP01870,ACC000649,GOLD01945,VALID
DUP01871,ACC006759,GOLD02932,VALID
DUP01872,ACC003174,GOLD00253,VALID
DUP01873,ACC002539,GOLD02364,VALID
DUP01874,ACC006408,GOLD02234,VALID
DUP01875,ACC008719,GOLD02800,VALID
DUP01876,ACC007227,GOLD02036,VALID
DUP01877,ACC007468,GOLD02159,VALID
DUP01878,ACC007642,GOLD02949,VALID
DUP01879,ACC007709,GOLD01152,VALID
DUP01880,ACC003310,GOLD00030,VALID
DUP01881,ACC004669,GOLD02412,VALID
DUP01882,ACC004969,GOLD02213,VALID
DUP01883,ACC006026,GOLD01677,VALID
DUP01884,ACC001554,GOLD01246,VALID
DUP01885,ACC004502,GOLD00198,VALID
DUP01886,ACC008316,GOLD01720,VALID
DUP01887,ACC005675,GOLD01810,VALID
DUP01888,ACC003642,GOLD01042,VALID
DUP01889,ACC005186,GOLD00680,VALID
DUP01890,ACC006688,GOLD00324,VALID
DUP01891,ACC001822,GOLD01850,VALID
DUP01892,ACC002321,GOLD00214,VALID
DUP01893,ACC006154,GOLD00140,VALID
DUP01894,ACC000545,GOLD02007,VALID
DUP01895,ACC006875,GOLD02705,VALID
DUP01896,ACC002196,GOLD00020,VALID
DUP01897,ACC000250,GOLD01195,VALID
DUP01898,ACC004607,GOLD00699,VALID
DUP01899,ACC005201,GOLD02409,VALID
DUP01900,ACC004080,GOLD01793,VALID
DUP01901,ACC004994,GOLD02252,VALID
DUP01902,ACC002094,GOLD00213,VALID
DUP01903,ACC000767,GOLD02970,VALID
DUP01904,ACC005276,GOLD02909,VALID
DUP01905,ACC009690,GOLD00942,VALID
DUP01906,ACC008008,GOLD01683,VALID
DUP01907,ACC007171,GOLD00644,VALID
DUP01908,ACC003563,GOLD01264,VALID
DUP01909,ACC004429,GOLD00907,VALID
DUP01910,ACC003851,GOLD02989,VALID
DUP01911,ACC003747,GOLD01790,VALID
DUP01912,ACC009137,GOLD01576,VALID
DUP01913,ACC005548,GOLD00271,VALID
DUP01914,ACC006527,GOLD01034,VALID
DUP01915,ACC000078,GOLD02472,VALID
DUP01916,ACC003890,GOLD00330,VALID
DUP01917,ACC007790,GOLD01827,VALID
DUP01918,ACC005504,GOLD00278,VALID
DUP01919,ACC009876,GOLD01590,VALID
DUP01920,ACC009132,GOLD00659,VALID
DUP01921,ACC007559,GOLD01827,VALID
DUP01922,ACC000819,GOLD01976,VALID
DUP01923,ACC002875,GOLD00139,VALID
DUP01924,ACC007984,GOLD02221,VALID
DUP01925,ACC007442,GOLD00332,VALID
DUP01926,ACC001679,GOLD00963,VALID
DUP01927,ACC006688,GOLD00728,VALID
DUP01928,ACC006132,GOLD00313,VALID
DUP01929,ACC006785,GOLD00798,VALID
DUP01930,ACC005892,GOLD02489,VALID
DUP01931,ACC004761,GOLD00480,VALID
DUP01932,ACC000482,GOLD00777,VALID
DUP01933,ACC000313,GOLD00339,VALID
DUP01934,ACC006040,GOLD01070,VALID
DUP01935,ACC004416,GOLD01169,VALID
DUP01936,ACC009588,GOLD01189,VALID
DUP01937,ACC008914,GOLD00806,VALID
DUP01938,ACC009737,GOLD00684,VALID
DUP01939,ACC009789,GOLD02739,VALID
DUP01940,ACC006593,GOLD00957,VALID
DUP01941,ACC005444,GOLD01302,VALID
DUP01942,ACC003444,GOLD01219,VALID
DUP01943,ACC002416,GOLD02809,VALID
DUP01944,ACC006464,GOLD02154,VALID
DUP01945,ACC000475,GOLD01739,VALID
DUP01946,ACC001716,GOLD00903,VALID
DUP01947,ACC006535,GOLD01026,VALID
DUP01948,ACC002286,GOLD00396,VALID
DUP01949,ACC009584,GOLD01692,VALID
DUP01950,ACC009400,GOLD02541,VALID
DUP01951,ACC006654,GOLD01393,VALID
DUP01952,ACC000741,GOLD02219,VALID
DUP01953,ACC004962,GOLD00634,VALID
DUP01954,ACC003154,GOLD02583,VALID
DUP01955,ACC007134,GOLD01397,VALID
DUP01956,ACC003309,GOLD00614,VALID
DUP01957,ACC000261,GOLD01869,VALID
DUP01958,ACC003049,GOLD00426,VALID
DUP01959,ACC001317,GOLD02868,VALID
DUP01960,ACC004390,GOLD01248,VALID
DUP01961,ACC009845,GOLD03000,VALID
DUP01962,ACC005909,GOLD02430,VALID
DUP01963,ACC005454,GOLD01000,VALID
DUP01964,ACC005759,GOLD02581,VALID
DUP01965,ACC007577,GOLD02068,VALID
DUP01966,ACC007301,GOLD01477,VALID
DUP01967,ACC009373,GOLD00937,VALID
DUP01968,ACC002203,GOLD02312,VALID
DUP01969,ACC000541,GOLD00971,VALID
DUP01970,ACC001851,GOLD00469,VALID
DUP01971,ACC005306,GOLD01563,VALID
DUP01972,ACC006799,GOLD02088,VALID
DUP01973,ACC003707,GOLD01057,VALID
DUP01974,ACC004619,GOLD00801,VALID
DUP01975,ACC005748,GOLD01449,VALID
DUP01976,ACC004072,GOLD00762,VALID
DUP01977,ACC006833,GOLD00139,VALID
DUP01978,ACC005030,GOLD01226,VALID
DUP01979,ACC008537,GOLD02766,VALID
DUP01980,ACC001695,GOLD01515,VALID
DUP01981,ACC003214,GOLD00784,VALID
DUP01982,ACC009734,GOLD01224,VALID
DUP01983,ACC002470,GOLD02720,VALID
DUP01984,ACC009552,GOLD00930,VALID
DUP01985,ACC007645,GOLD00185,VALID
DUP01986,ACC000444,GOLD00092,VALID
DUP01987,ACC001504,GOLD01060,VALID
DUP01988,ACC003306,GOLD02602,VALID
DUP01989,ACC000379,GOLD01258,VALID
DUP01990,ACC008957,GOLD01465,VALID
DUP01991,ACC007900,GOLD00691,VALID
DUP01992,ACC007015,GOLD00311,VALID
DUP01993,ACC009573,GOLD02129,VALID
DUP01994,ACC000680,GOLD02940,VALID
DUP01995,ACC009365,GOLD00731,VALID
DUP01996,ACC009931,GOLD01670,VALID
DUP01997,ACC006708,GOLD00185,VALID
DUP01998,ACC001516,GOLD00670,VALID
DUP01999,ACC005806,GOLD01727,VALID
DUP02000,ACC004115,GOLD02879,VALID
DUP02001,ACC006571,GOLD02741,VALID
DUP02002,ACC006063,GOLD02975,VALID
DUP02003,ACC001747,GOLD02065,VALID
DUP02004,ACC002831,GOLD02328,VALID
DUP02005,ACC000495,GOLD01453,VALID
DUP02006,ACC009954,GOLD00345,VALID
DUP02007,ACC006814,GOLD00563,VALID
DUP02008,ACC007980,GOLD01191,VALID
DUP02009,ACC009265,GOLD02059,VALID
DUP02010,ACC008500,GOLD00710,VALID
DUP02011,ACC007141,GOLD02318,VALID
DUP02012,ACC008277,GOLD02507,VALID
DUP02013,ACC002495,GOLD00333,VALID
DUP02014,ACC007225,GOLD02231,VALID
DUP02015,ACC009941,GOLD01887,VALID
DUP02016,ACC000244,GOLD01208,VALID
DUP02017,ACC000564,GOLD02776,VALID
DUP02018,ACC005707,GOLD01052,VALID
DUP02019,ACC008298,GOLD02034,VALID
DUP02020,ACC002377,GOLD00325,VALID
DUP02021,ACC002316,GOLD02740,VALID
DUP02022,ACC008366,GOLD00150,VALID
DUP02023,ACC001604,GOLD00068,VALID
DUP02024,ACC007861,GOLD02157,VALID
DUP02025,ACC000800,GOLD02353,VALID
DUP02026,ACC004100,GOLD02354,VALID
DUP02027,ACC008711,GOLD00355,VALID
DUP02028,ACC009628,GOLD02862,VALID
DUP02029,ACC007620,GOLD00143,VALID
DUP02030,ACC007910,GOLD01013,VALID
DUP02031,ACC008901,GOLD02469,VALID
DUP02032,ACC009219,GOLD02008,VALID
DUP02033,ACC003548,GOLD02109,VALID
DUP02034,ACC003980,GOLD02279,VALID
DUP02035,ACC006988,GOLD02370,VALID
DUP02036,ACC002031,GOLD01246,VALID
DUP02037,ACC001704,GOLD01304,VALID
DUP02038,ACC002165,GOLD00512,VALID
DUP02039,ACC009872,GOLD01056,VALID
DUP02040,ACC003552,GOLD02302,VALID
DUP02041,ACC008536,GOLD00628,VALID
DUP02042,ACC001948,GOLD02887,VALID
DUP02043,ACC008935,GOLD01254,VALID
DUP02044,ACC005509,GOLD00029,VALID
DUP02045,ACC003367,GOLD00437,VALID
DUP02046,ACC001524,GOLD01334,VALID
DUP02047,ACC009953,GOLD01439,VALID
DUP02048,ACC005927,GOLD00563,VALID
DUP02049,ACC007218,GOLD00183,VALID
DUP02050,ACC000316,GOLD00001,VALID
DUP02051,ACC006239,GOLD00087,VALID
DUP02052,ACC005602,GOLD02872,VALID
DUP02053,ACC008886,GOLD01792,VALID
DUP02054,ACC006197,GOLD00650,VALID
DUP02055,ACC004063,GOLD02411,VALID
DUP02056,ACC006544,GOLD01522,VALID
DUP02057,ACC004378,GOLD01887,VALID
DUP02058,ACC005812,GOLD01780,VALID
DUP02059,ACC008248,GOLD02553,VALID
DUP02060,ACC001392,GOLD02524,VALID
DUP02061,ACC001383,GOLD01389,VALID
DUP02062,ACC004381,GOLD02572,VALID
DUP02063,ACC002894,GOLD01108,VALID
DUP02064,ACC001013,GOLD01246,VALID
DUP02065,ACC009263,GOLD00705,VALID
DUP02066,ACC005422,GOLD02662,VALID
DUP02067,ACC007880,GOLD01439,VALID
DUP02068,ACC002013,GOLD00005,VALID
DUP02069,ACC004609,GOLD01632,VALID
DUP02070,ACC009834,GOLD00837,VALID
DUP02071,ACC003438,GOLD01750,VALID
DUP02072,ACC001979,GOLD01356,VALID
DUP02073,ACC001163,GOLD02852,VALID
DUP02074,ACC009745,GOLD00303,VALID
DUP02075,ACC006200,GOLD00942,VALID
DUP02076,ACC009795,GOLD02113,VALID
DUP02077,ACC002393,GOLD02279,VALID
DUP02078,ACC005592,GOLD02039,VALID
DUP02079,ACC004953,GOLD01522,VALID
DUP02080,ACC008494,GOLD01319,VALID
DUP02081,ACC007765,GOLD00842,VALID
DUP02082,ACC001238,GOLD01986,VALID
DUP02083,ACC008213,GOLD02440,VALID
DUP02084,ACC007631,GOLD02193,VALID
DUP02085,ACC003328,GOLD00750,VALID
DUP02086,ACC008897,GOLD00564,VALID
DUP02087,ACC006346,GOLD01514,VALID
DUP02088,ACC009676,GOLD00761,VALID
DUP02089,ACC009905,GOLD00909,VALID
DUP02090,ACC008328,GOLD02158,VALID
DUP02091,ACC003161,GOLD02292,VALID
DUP02092,ACC004275,GOLD01223,VALID
DUP02093,ACC006613,GOLD02886,VALID
DUP02094,ACC006811,GOLD01653,VALID
DUP02095,ACC000394,GOLD00268,VALID
DUP02096,ACC008018,GOLD02829,VALID
DUP02097,ACC000879,GOLD01394,VALID
DUP02098,ACC002395,GOLD00096,VALID
DUP02099,ACC007762,GOLD02321,VALID
DUP02100,ACC003659,GOLD00031,VALID
DUP02101,ACC000477,GOLD01308,VALID
DUP02102,ACC007391,GOLD01685,VALID
DUP02103,ACC002369,GOLD01926,VALID
DUP02104,ACC006126,GOLD00538,VALID
DUP02105,ACC000998,GOLD00394,VALID
DUP02106,ACC009293,GOLD01278,VALID
DUP02107,ACC004616,GOLD00809,VALID
DUP02108,ACC003099,GOLD02822,VALID
DUP02109,ACC008485,GOLD01518,VALID
DUP02110,ACC004128,GOLD01891,VALID
DUP02111,ACC005247,GOLD02500,VALID
DUP02112,ACC000592,GOLD00376,VALID
DUP02113,ACC000096,GOLD02702,VALID
DUP02114,ACC007306,GOLD02841,VALID
DUP02115,ACC004751,GOLD00752,VALID
DUP02116,ACC007404,GOLD02975,VALID
DUP02117,ACC005986,GOLD02862,VALID
DUP02118,ACC004227,GOLD01906,VALID
DUP02119,ACC002205,GOLD02896,VALID
DUP02120,ACC005620,GOLD01145,VALID
DUP02121,ACC003167,GOLD00575,VALID
DUP02122,ACC008507,GOLD01197,VALID
DUP02123,ACC008658,GOLD00325,VALID
DUP02124,ACC003000,GOLD00098,VALID
DUP02125,ACC009251,GOLD01344,VALID
DUP02126,ACC002377,GOLD01328,VALID
DUP02127,ACC004889,GOLD01262,VALID
DUP02128,ACC004166,GOLD00777,VALID
DUP02129,ACC008642,GOLD00143,VALID
DUP02130,ACC007876,GOLD01133,VALID
DUP02131,ACC005167,GOLD00699,VALID
DUP02132,ACC002523,GOLD02607,VALID
DUP02133,ACC005985,GOLD01646,VALID
DUP02134,ACC007974,GOLD02815,VALID
DUP02135,ACC000001,GOLD02879,VALID
DUP02136,ACC009058,GOLD00143,VALID
DUP02137,ACC005257,GOLD02855,VALID
DUP02138,ACC005634,GOLD00185,VALID
DUP02139,ACC005801,GOLD00738,VALID
DUP02140,ACC001243,GOLD01626,VALID
DUP02141,ACC002644,GOLD00400,VALID
DUP02142,ACC000001,GOLD02699,VALID
DUP02143,ACC004069,GOLD02640,VALID
DUP02144,ACC007594,GOLD00824,VALID
DUP02145,ACC000876,GOLD01297,VALID
DUP02146,ACC005800,GOLD02956,VALID
DUP02147,ACC009901,GOLD02279,VALID
DUP02148,ACC003923,GOLD02577,VALID
DUP02149,ACC009131,GOLD02143,VALID
DUP02150,ACC008781,GOLD00608,VALID
DUP02151,ACC000154,GOLD02644,VALID
DUP02152,ACC005890,GOLD01208,VALID
DUP02153,ACC008026,GOLD01129,VALID
DUP02154,ACC000701,GOLD02904,VALID
DUP02155,ACC006438,GOLD01146,VALID
DUP02156,ACC009732,GOLD00649,VALID
DUP02157,ACC005595,GOLD00014,VALID
DUP02158,ACC003874,GOLD00282,VALID
DUP02159,ACC002154,GOLD02872,VALID
DUP02160,ACC004413,GOLD02347,VALID
DUP02161,ACC002987,GOLD01571,VALID
DUP02162,ACC003199,GOLD01546,VALID
DUP02163,ACC006245,GOLD01145,VALID
DUP02164,ACC001634,GOLD02952,VALID
DUP02165,ACC009724,GOLD00536,VALID
DUP02166,ACC001520,GOLD00770,VALID
DUP02167,ACC003187,GOLD02157,VALID
DUP02168,ACC002353,GOLD02662,VALID
DUP02169,ACC008708,GOLD02741,VALID
DUP02170,ACC006588,GOLD02788,VALID
DUP02171,ACC008573,GOLD01677,VALID
DUP02172,ACC009655,GOLD02977,VALID
DUP02173,ACC009117,GOLD00258,VALID
DUP02174,ACC001744,GOLD02228,VALID
DUP02175,ACC008363,GOLD00433,VALID
DUP02176,ACC006994,GOLD02271,VALID
DUP02177,ACC003154,GOLD01703,VALID
DUP02178,ACC006838,GOLD01174,VALID
DUP02179,ACC005335,GOLD02188,VALID
DUP02180,ACC009362,GOLD02412,VALID
DUP02181,ACC008690,GOLD00146,VALID
DUP02182,ACC003200,GOLD00575,VALID
DUP02183,ACC009565,GOLD02353,VALID
DUP02184,ACC008817,GOLD01048,VALID
DUP02185,ACC005265,GOLD02325,VALID
DUP02186,ACC004131,GOLD01516,VALID
DUP02187,ACC001458,GOLD00155,VALID
DUP02188,ACC009647,GOLD02660,VALID
DUP02189,ACC008197,GOLD01026,VALID
DUP02190,ACC001677,GOLD00838,VALID
DUP02191,ACC002664,GOLD00741,VALID
DUP02192,ACC005556,GOLD02390,VALID
DUP02193,ACC004279,GOLD00957,VALID
DUP02194,ACC004796,GOLD01520,VALID
DUP02195,ACC001148,GOLD01183,VALID
DUP02196,ACC004205,GOLD00537,VALID
DUP02197,ACC008096,GOLD02184,VALID
DUP02198,ACC006880,GOLD02391,VALID
DUP02199,ACC003491,GOLD00415,VALID
DUP02200,ACC003161,GOLD00191,VALID
DUP02201,ACC007807,GOLD02001,VALID
DUP02202,ACC003870,GOLD01270,VALID
DUP02203,ACC005104,GOLD00083,VALID
DUP02204,ACC004171,GOLD02454,VALID
DUP02205,ACC008593,GOLD01665,VALID
DUP02206,ACC006735,GOLD00839,VALID
DUP02207,ACC004588,GOLD01091,VALID
DUP02208,ACC001600,GOLD01932,VALID
DUP02209,ACC000438,GOLD02199,VALID
DUP02210,ACC009020,GOLD02097,VALID
DUP02211,ACC002828,GOLD02568,VALID
DUP02212,ACC000131,GOLD00211,VALID
DUP02213,ACC001167,GOLD00362,VALID
DUP02214,ACC005141,GOLD00620,VALID
DUP02215,ACC001755,GOLD02552,VALID
DUP02216,ACC004938,GOLD01646,VALID
DUP02217,ACC004968,GOLD00084,VALID
DUP02218,ACC002314,GOLD00534,VALID
DUP02219,ACC003516,GOLD02802,VALID
DUP02220,ACC001154,GOLD01125,VALID
DUP02221,ACC009449,GOLD01421,VALID
DUP02222,ACC000714,GOLD00056,VALID
DUP02223,ACC009119,GOLD01497,VALID
DUP02224,ACC002280,GOLD01647,VALID
DUP02225,ACC006731,GOLD00629,VALID
DUP02226,ACC001042,GOLD02522,VALID
DUP02227,ACC003894,GOLD02586,VALID
DUP02228,ACC003567,GOLD02284,VALID
DUP02229,ACC009967,GOLD01437,VALID
DUP02230,ACC008099,GOLD02095,VALID
DUP02231,ACC003712,GOLD02909,VALID
DUP02232,ACC004372,GOLD01090,VALID
DUP02233,ACC005820,GOLD00712,VALID
DUP02234,ACC002746,GOLD00359,VALID
DUP02235,ACC005294,GOLD00889,VALID
DUP02236,ACC009237,GOLD01750,VALID
DUP02237,ACC004151,GOLD02769,VALID
DUP02238,ACC004107,GOLD00287,VALID
DUP02239,ACC005025,GOLD02179,VALID
DUP02240,ACC006475,GOLD01010,VALID
DUP02241,ACC001229,GOLD02896,VALID
DUP02242,ACC006175,GOLD02170,VALID
DUP02243,ACC004233,GOLD02478,VALID
DUP02244,ACC000842,GOLD01892,VALID
DUP02245,ACC005205,GOLD01113,VALID
DUP02246,ACC000424,GOLD00057,VALID
DUP02247,ACC004390,GOLD00983,VALID
DUP02248,ACC000324,GOLD01576,VALID
DUP02249,ACC005386,GOLD00901,VALID
DUP02250,ACC000660,GOLD00938,VALID
DUP02251,ACC006112,GOLD01790,VALID
DUP02252,ACC009430,GOLD01879,VALID
DUP02253,ACC007221,GOLD02264,VALID
DUP02254,ACC008308,GOLD02738,VALID
DUP02255,ACC000658,GOLD02321,VALID
DUP02256,ACC005146,GOLD01790,VALID
DUP02257,ACC007815,GOLD02867,VALID
DUP02258,ACC008935,GOLD01294,VALID
DUP02259,ACC005890,GOLD00215,VALID
DUP02260,ACC004732,GOLD02981,VALID
DUP02261,ACC005761,GOLD00766,VALID
DUP02262,ACC006622,GOLD02750,VALID
DUP02263,ACC006447,GOLD01107,VALID
DUP02264,ACC004176,GOLD02920,VALID
DUP02265,ACC005998,GOLD02090,VALID
DUP02266,ACC009705,GOLD01988,VALID
DUP02267,ACC001169,GOLD00633,VALID
DUP02268,ACC004818,GOLD00328,VALID
DUP02269,ACC006266,GOLD00449,VALID
DUP02270,ACC004137,GOLD01342,VALID
DUP02271,ACC007713,GOLD02924,VALID
DUP02272,ACC004049,GOLD01917,VALID
DUP02273,ACC009325,GOLD02186,VALID
DUP02274,ACC004120,GOLD02576,VALID
DUP02275,ACC003487,GOLD00794,VALID
DUP02276,ACC002821,GOLD02760,VALID
DUP02277,ACC005379,GOLD02088,VALID
DUP02278,ACC009297,GOLD00594,VALID
DUP02279,ACC003485,GOLD02438,VALID
DUP02280,ACC008960,GOLD01431,VALID
DUP02281,ACC002395,GOLD01561,VALID
DUP02282,ACC007178,GOLD00993,VALID
DUP02283,ACC006415,GOLD00117,VALID
DUP02284,ACC002409,GOLD02726,VALID
DUP02285,ACC007322,GOLD02627,VALID
DUP02286,ACC001948,GOLD00044,VALID
DUP02287,ACC004623,GOLD02068,VALID
DUP02288,ACC001637,GOLD01980,VALID
DUP02289,ACC008576,GOLD01125,VALID
DUP02290,ACC003916,GOLD00310,VALID
DUP02291,ACC009115,GOLD02407,VALID
DUP02292,ACC007737,GOLD00101,VALID
DUP02293,ACC003900,GOLD02230,VALID
DUP02294,ACC000893,GOLD01518,VALID
DUP02295,ACC008490,GOLD02890,VALID
DUP02296,ACC007880,GOLD01041,VALID
DUP02297,ACC002301,GOLD00206,VALID
DUP02298,ACC002933,GOLD02412,VALID
DUP02299,ACC005980,GOLD02000,VALID
DUP02300,ACC001911,GOLD02776,VALID
DUP02301,ACC005597,GOLD00443,VALID
DUP02302,ACC005774,GOLD02238,VALID
DUP02303,ACC004849,GOLD01859,VALID
DUP02304,ACC005593,GOLD01104,VALID
DUP02305,ACC007972,GOLD00217,VALID
DUP02306,ACC000115,GOLD02972,VALID
DUP02307,ACC009790,GOLD01668,VALID
DUP02308,ACC004488,GOLD02814,VALID
DUP02309,ACC003910,GOLD00964,VALID
DUP02310,ACC001531,GOLD01903,VALID
DUP02311,ACC001566,GOLD01681,VALID
DUP02312,ACC003730,GOLD02498,VALID
DUP02313,ACC006395,GOLD00020,VALID
DUP02314,ACC002010,GOLD01434,VALID
DUP02315,ACC008982,GOLD00703,VALID
DUP02316,ACC005300,GOLD00237,VALID
DUP02317,ACC007510,GOLD02170,VALID
DUP02318,ACC003487,GOLD02546,VALID
DUP02319,ACC008307,GOLD00607,VALID
DUP02320,ACC006005,GOLD02056,VALID
DUP02321,ACC003320,GOLD00170,VALID
DUP02322,ACC003205,GOLD00586,VALID
DUP02323,ACC002422,GOLD02669,VALID
DUP02324,ACC006902,GOLD01075,VALID
DUP02325,ACC002954,GOLD01738,VALID
DUP02326,ACC007589,GOLD02865,VALID
DUP02327,ACC002159,GOLD00574,VALID
DUP02328,ACC009484,GOLD02777,VALID
DUP02329,ACC002292,GOLD00016,VALID
DUP02330,ACC006258,GOLD02317,VALID
DUP02331,ACC001931,GOLD02643,VALID
DUP02332,ACC008563,GOLD01052,VALID
DUP02333,ACC003199,GOLD02868,VALID
DUP02334,ACC006268,GOLD01293,VALID
DUP02335,ACC004120,GOLD01414,VALID
DUP02336,ACC002805,GOLD00058,VALID
DUP02337,ACC000296,GOLD01046,VALID
DUP02338,ACC006213,GOLD01286,VALID
DUP02339,ACC006979,GOLD00081,VALID
DUP02340,ACC009118,GOLD00908,VALID
DUP02341,ACC009692,GOLD02060,VALID
DUP02342,ACC008751,GOLD00800,VALID
DUP02343,ACC002736,GOLD01666,VALID
DUP02344,ACC002868,GOLD00343,VALID
DUP02345,ACC006158,GOLD01350,VALID
DUP02346,ACC003305,GOLD01879,VALID
DUP02347,ACC001857,GOLD02884,VALID
DUP02348,ACC006933,GOLD00588,VALID
DUP02349,ACC003004,GOLD02177,VALID
DUP02350,ACC000123,GOLD02143,VALID
DUP02351,ACC004841,GOLD00191,VALID
DUP02352,ACC006091,GOLD01386,VALID
DUP02353,ACC002677,GOLD00831,VALID
DUP02354,ACC001741,GOLD01314,VALID
DUP02355,ACC005128,GOLD02226,VALID
DUP02356,ACC000246,GOLD01318,VALID
DUP02357,ACC008091,GOLD01629,VALID
DUP02358,ACC008530,GOLD00976,VALID
DUP02359,ACC006600,GOLD02807,VALID
DUP02360,ACC005568,GOLD00695,VALID
DUP02361,ACC002479,GOLD00156,VALID
DUP02362,ACC002857,GOLD01100,VALID
DUP02363,ACC003902,GOLD01091,VALID
DUP02364,ACC008920,GOLD02882,VALID
DUP02365,ACC002830,GOLD01678,VALID
DUP02366,ACC003777,GOLD01989,VALID
DUP02367,ACC007503,GOLD00062,VALID
DUP02368,ACC007898,GOLD01412,VALID
DUP02369,ACC000031,GOLD00303,VALID
DUP02370,ACC002754,GOLD01924,VALID
DUP02371,ACC008277,GOLD00608,VALID
DUP02372,ACC005570,GOLD01223,VALID
DUP02373,ACC003818,GOLD01174,VALID
DUP02374,ACC002935,GOLD00130,VALID
DUP02375,ACC002173,GOLD00537,VALID
DUP02376,ACC003840,GOLD01408,VALID
DUP02377,ACC009954,GOLD02289,VALID
DUP02378,ACC008937,GOLD01897,VALID
DUP02379,ACC007571,GOLD00043,VALID
DUP02380,ACC000395,GOLD01568,VALID
DUP02381,ACC003568,GOLD02324,VALID
DUP02382,ACC002052,GOLD02163,VALID
DUP02383,ACC000428,GOLD02099,VALID
DUP02384,ACC000698,GOLD02724,VALID
DUP02385,ACC007925,GOLD02954,VALID
DUP02386,ACC007627,GOLD01970,VALID
DUP02387,ACC009693,GOLD00568,VALID
DUP02388,ACC005722,GOLD01861,VALID
DUP02389,ACC007792,GOLD02359,VALID
DUP02390,ACC002774,GOLD01754,VALID
DUP02391,ACC009465,GOLD01626,VALID
DUP02392,ACC000717,GOLD01506,VALID
DUP02393,ACC009671,GOLD01526,VALID
DUP02394,ACC007235,GOLD01178,VALID
DUP02395,ACC008438,GOLD00214,VALID
DUP02396,ACC000261,GOLD02193,VALID
DUP02397,ACC006383,GOLD00774,VALID
DUP02398,ACC008908,GOLD01805,VALID
DUP02399,ACC007807,GOLD00863,VALID
DUP02400,ACC000259,GOLD00157,VALID
DUP02401,ACC005623,GOLD01322,VALID
DUP02402,ACC007240,GOLD00128,VALID
DUP02403,ACC001837,GOLD01385,VALID
DUP02404,ACC008676,GOLD00920,VALID
DUP02405,ACC006430,GOLD00039,VALID
DUP02406,ACC003050,GOLD00414,VALID
DUP02407,ACC005382,GOLD02416,VALID
DUP02408,ACC002610,GOLD01223,VALID
DUP02409,ACC003554,GOLD02575,VALID
DUP02410,ACC004953,GOLD00994,VALID
DUP02411,ACC008105,GOLD02224,VALID
DUP02412,ACC001994,GOLD01704,VALID
DUP02413,ACC009675,GOLD01015,VALID
DUP02414,ACC006317,GOLD00889,VALID
DUP02415,ACC009005,GOLD01211,VALID
DUP02416,ACC005018,GOLD02754,VALID
DUP02417,ACC005408,GOLD00583,VALID
DUP02418,ACC008761,GOLD01999,VALID
DUP02419,ACC009510,GOLD00196,VALID
DUP02420,ACC008702,GOLD00595,VALID
DUP02421,ACC001739,GOLD01169,VALID
DUP02422,ACC000650,GOLD00724,VALID
DUP02423,ACC000485,GOLD01645,VALID
DUP02424,ACC002016,GOLD01290,VALID
DUP02425,ACC009315,GOLD02287,VALID
DUP02426,ACC002292,GOLD00889,VALID
