account_id,steward,dq_issue_status
ACC007533,Data Steward A,In Review
ACC007534,Data Steward C,In Review
ACC007535,Data Steward B,Open
ACC007536,Data Steward B,Resolved
ACC007537,Data Steward C,Open
ACC007538,Data Steward C,In Review
ACC007539,Data Steward B,Resolved
ACC007540,Data Steward C,Open
ACC007541,Data Steward A,Open
ACC007542,Data Steward C,Open
ACC007543,Data Steward A,Resolved
ACC007544,Data Steward C,In Review
ACC007545,Data Steward A,In Review
ACC007546,Data Steward A,In Review
ACC007547,Data Steward B,Resolved
ACC007548,Data Steward B,In Review
ACC007549,Data Steward A,In Review
ACC007550,Data Steward B,Open
ACC007551,Data Steward C,Open
ACC007552,Data Steward A,Open
ACC007553,Data Steward A,Open
ACC007554,Data Steward A,Resolved
ACC007555,Data Steward A,Open
ACC007556,Data Steward A,In Review
ACC007557,Data Steward B,Resolved
ACC007558,Data Steward A,Resolved
ACC007559,Data Steward A,In Review
ACC007560,Data Steward C,Resolved
ACC007561,Data Steward A,In Review
ACC007562,Data Steward C,In Review
ACC007563,Data Steward B,In Review
ACC007564,Data Steward C,Resolved
ACC007565,Data Steward A,Open
ACC007566,Data Steward B,In Review
ACC007567,Data Steward B,In Review
ACC007568,Data Steward A,In Review
ACC007569,Data Steward A,Resolved
ACC007570,Data Steward B,Resolved
ACC007571,Data Steward C,Resolved
ACC007572,Data Steward A,Resolved
ACC007573,Data Steward A,In Review
ACC007574,Data Steward C,Open
ACC007575,Data Steward A,In Review
ACC007576,Data Steward C,Open
ACC007577,Data Steward B,Resolved
ACC007578,Data Steward C,Open
ACC007579,Data Steward C,Open
ACC007580,Data Steward A,Resolved
ACC007581,Data Steward B,In Review
ACC007582,Data Steward C,In Review
ACC007583,Data Steward A,Open
ACC007584,Data Steward A,Open
ACC007585,Data Steward C,Resolved
ACC007586,Data Steward A,Resolved
ACC007587,Data Steward A,Resolved
ACC007588,Data Steward B,Open
ACC007589,Data Steward A,Resolved
ACC007590,Data Steward C,In Review
ACC007591,Data Steward A,Resolved
ACC007592,Data Steward C,Open
ACC007593,Data Steward A,In Review
ACC007594,Data Steward A,Resolved
ACC007595,Data Steward C,Resolved
ACC007596,Data Steward A,Open
ACC007597,Data Steward C,Open
ACC007598,Data Steward A,In Review
ACC007599,Data Steward C,Open
ACC007600,Data Steward C,Resolved
ACC007601,Data Steward B,Resolved
ACC007602,Data Steward C,Open
ACC007603,Data Steward A,Resolved
ACC007604,Data Steward B,Open
ACC007605,Data Steward A,Resolved
ACC007606,Data Steward B,In Review
ACC007607,Data Steward C,Open
ACC007608,Data Steward C,In Review
ACC007609,Data Steward B,Open
ACC007610,Data Steward A,Resolved
ACC007611,Data Steward A,Resolved
ACC007612,Data Steward A,Open
ACC007613,Data Steward B,Resolved
ACC007614,Data Steward C,Resolved
ACC007615,Data Steward C,Open
ACC007616,Data Steward A,Open
ACC007617,Data Steward B,Resolved
ACC007618,Data Steward B,In Review
ACC007619,Data Steward B,Open
ACC007620,Data Steward B,Resolved
ACC007621,Data Steward A,Resolved
ACC007622,Data Steward C,Resolved
ACC007623,Data Steward C,Resolved
ACC007624,Data Steward A,Resolved
ACC007625,Data Steward C,Open
ACC007626,Data Steward C,In Review
ACC007627,Data Steward B,Open
ACC007628,Data Steward B,Open
ACC007629,Data Steward B,Resolved
ACC007630,Data Steward B,In Review
ACC007631,Data Steward B,Open
ACC007632,Data Steward A,Open
ACC007633,Data Steward B,Open
ACC007634,Data Steward B,In Review
ACC007635,Data Steward B,Open
ACC007636,Data Steward A,Resolved
ACC007637,Data Steward A,Open
ACC007638,Data Steward B,Open
ACC007639,Data Steward B,Resolved
ACC007640,Data Steward A,In Review
ACC007641,Data Steward C,In Review
ACC007642,Data Steward A,In Review
ACC007643,Data Steward A,Open
ACC007644,Data Steward B,Resolved
ACC007645,Data Steward C,Resolved
ACC007646,Data Steward B,In Review
ACC007647,Data Steward A,Open
ACC007648,Data Steward A,Resolved
ACC007649,Data Steward B,Open
ACC007650,Data Steward B,In Review
ACC007651,Data Steward B,In Review
ACC007652,Data Steward A,Resolved
ACC007653,Data Steward A,Resolved
ACC007654,Data Steward A,In Review
ACC007655,Data Steward C,In Review
ACC007656,Data Steward B,Resolved
ACC007657,Data Steward A,In Review
ACC007658,Data Steward A,Resolved
ACC007659,Data Steward A,Resolved
ACC007660,Data Steward C,Open
ACC007661,Data Steward B,Open
ACC007662,Data Steward C,Open
ACC007663,Data Steward B,Open
ACC007664,Data Steward C,Resolved
ACC007665,Data Steward A,Resolved
ACC007666,Data Steward B,Resolved
ACC007667,Data Steward B,Resolved
ACC007668,Data Steward B,In Review
ACC007669,Data Steward B,Resolved
ACC007670,Data Steward A,Open
ACC007671,Data Steward C,Open
ACC007672,Data Steward C,In Review
ACC007673,Data Steward B,Resolved
ACC007674,Data Steward A,In Review
ACC007675,Data Steward C,Open
ACC007676,Data Steward A,Resolved
ACC007677,Data Steward C,Resolved
ACC007678,Data Steward A,Resolved
ACC007679,Data Steward B,Resolved
ACC007680,Data Steward B,In Review
ACC007681,Data Steward A,Resolved
ACC007682,Data Steward C,Resolved
ACC007683,Data Steward C,Open
ACC007684,Data Steward A,Open
ACC007685,Data Steward C,Resolved
ACC007686,Data Steward C,In Review
ACC007687,Data Steward A,Resolved
ACC007688,Data Steward B,In Review
ACC007689,Data Steward B,In Review
ACC007690,Data Steward B,Resolved
ACC007691,Data Steward B,Open
ACC007692,Data Steward A,Open
ACC007693,Data Steward B,Open
ACC007694,Data Steward A,In Review
ACC007695,Data Steward C,In Review
ACC007696,Data Steward C,Resolved
ACC007697,Data Steward C,In Review
ACC007698,Data Steward A,Open
ACC007699,Data Steward C,Open
ACC007700,Data Steward C,In Review
ACC007701,Data Steward B,Open
ACC007702,Data Steward B,Resolved
ACC007703,Data Steward C,Resolved
ACC007704,Data Steward A,Open
ACC007705,Data Steward A,Open
ACC007706,Data Steward A,Resolved
ACC007707,Data Steward B,Resolved
ACC007708,Data Steward B,Resolved
ACC007709,Data Steward A,In Review
ACC007710,Data Steward C,In Review
ACC007711,Data Steward A,Resolved
ACC007712,Data Steward C,Open
ACC007713,Data Steward A,Open
ACC007714,Data Steward B,In Review
ACC007715,Data Steward A,Resolved
ACC007716,Data Steward C,Open
ACC007717,Data Steward A,Open
ACC007718,Data Steward C,Resolved
ACC007719,Data Steward A,Open
ACC007720,Data Steward B,Open
ACC007721,Data Steward A,Resolved
ACC007722,Data Steward B,In Review
ACC007723,Data Steward B,Resolved
ACC007724,Data Steward B,Open
ACC007725,Data Steward A,Resolved
ACC007726,Data Steward C,Resolved
ACC007727,Data Steward A,Open
ACC007728,Data Steward B,Resolved
ACC007729,Data Steward C,Resolved
ACC007730,Data Steward C,Resolved
ACC007731,Data Steward C,Resolved
ACC007732,Data Steward C,Resolved
ACC007733,Data Steward C,In Review
ACC007734,Data Steward B,Open
ACC007735,Data Steward A,In Review
ACC007736,Data Steward B,Open
ACC007737,Data Steward A,Resolved
ACC007738,Data Steward C,Resolved
ACC007739,Data Steward C,In Review
ACC007740,Data Steward C,Resolved
ACC007741,Data Steward C,Open
ACC007742,Data Steward C,Open
ACC007743,Data Steward C,In Review
ACC007744,Data Steward A,Resolved
ACC007745,Data Steward A,In Review
ACC007746,Data Steward C,Resolved
ACC007747,Data Steward C,In Review
ACC007748,Data Steward A,Open
ACC007749,Data Steward C,Open
ACC007750,Data Steward B,Open
ACC007751,Data Steward C,In Review
ACC007752,Data Steward A,Resolved
ACC007753,Data Steward C,Resolved
ACC007754,Data Steward A,Resolved
ACC007755,Data Steward B,In Review
ACC007756,Data Steward B,Resolved
ACC007757,Data Steward C,Open
ACC007758,Data Steward C,Open
ACC007759,Data Steward C,In Review
ACC007760,Data Steward B,Open
ACC007761,Data Steward C,Open
ACC007762,Data Steward C,In Review
ACC007763,Data Steward C,In Review
ACC007764,Data Steward A,Open
ACC007765,Data Steward A,In Review
ACC007766,Data Steward B,Resolved
ACC007767,Data Steward A,Open
ACC007768,Data Steward A,Resolved
ACC007769,Data Steward B,In Review
ACC007770,Data Steward A,Open
ACC007771,Data Steward B,In Review
ACC007772,Data Steward A,Resolved
ACC007773,Data Steward B,In Review
ACC007774,Data Steward A,In Review
ACC007775,Data Steward C,In Review
ACC007776,Data Steward B,Open
ACC007777,Data Steward B,Resolved
ACC007778,Data Steward B,Open
ACC007779,Data Steward C,Open
ACC007780,Data Steward A,Resolved
ACC007781,Data Steward B,Open
ACC007782,Data Steward C,Resolved
ACC007783,Data Steward B,In Review
ACC007784,Data Steward A,Open
ACC007785,Data Steward B,Open
ACC007786,Data Steward A,Open
ACC007787,Data Steward C,In Review
ACC007788,Data Steward B,In Review
ACC007789,Data Steward A,In Review
ACC007790,Data Steward A,Open
ACC007791,Data Steward B,In Review
ACC007792,Data Steward A,Resolved
ACC007793,Data Steward A,Resolved
ACC007794,Data Steward A,Resolved
ACC007795,Data Steward C,In Review
ACC007796,Data Steward A,Resolved
ACC007797,Data Steward B,Open
ACC007798,Data Steward C,Open
ACC007799,Data Steward B,In Review
ACC007800,Data Steward B,Open
ACC007801,Data Steward A,In Review
ACC007802,Data Steward C,In Review
ACC007803,Data Steward C,In Review
ACC007804,Data Steward C,In Review
ACC007805,Data Steward B,Resolved
ACC007806,Data Steward B,Resolved
ACC007807,Data Steward B,In Review
ACC007808,Data Steward B,Open
ACC007809,Data Steward B,In Review
ACC007810,Data Steward C,In Review
ACC007811,Data Steward C,Open
ACC007812,Data Steward B,Open
ACC007813,Data Steward C,Resolved
ACC007814,Data Steward C,Resolved
ACC007815,Data Steward B,In Review
ACC007816,Data Steward C,Open
ACC007817,Data Steward A,Open
ACC007818,Data Steward A,In Review
ACC007819,Data Steward A,Resolved
ACC007820,Data Steward C,Open
ACC007821,Data Steward C,In Review
ACC007822,Data Steward A,Open
ACC007823,Data Steward C,Open
ACC007824,Data Steward B,Open
ACC007825,Data Steward A,Resolved
ACC007826,Data Steward B,Open
ACC007827,Data Steward B,Resolved
ACC007828,Data Steward A,Open
ACC007829,Data Steward C,In Review
ACC007830,Data Steward B,Resolved
ACC007831,Data Steward A,Open
ACC007832,Data Steward A,Resolved
ACC007833,Data Steward A,Resolved
ACC007834,Data Steward B,Resolved
ACC007835,Data Steward A,In Review
ACC007836,Data Steward C,Open
ACC007837,Data Steward C,In Review
ACC007838,Data Steward B,In Review
ACC007839,Data Steward C,Open
ACC007840,Data Steward A,Open
ACC007841,Data Steward B,Resolved
ACC007842,Data Steward C,Resolved
ACC007843,Data Steward B,Open
ACC007844,Data Steward C,Open
ACC007845,Data Steward C,In Review
ACC007846,Data Steward C,Open
ACC007847,Data Steward A,Resolved
ACC007848,Data Steward C,In Review
ACC007849,Data Steward C,Open
ACC007850,Data Steward A,In Review
ACC007851,Data Steward B,In Review
ACC007852,Data Steward B,In Review
ACC007853,Data Steward C,In Review
ACC007854,Data Steward C,Open
ACC007855,Data Steward A,Resolved
ACC007856,Data Steward B,Open
ACC007857,Data Steward C,In Review
ACC007858,Data Steward C,Open
ACC007859,Data Steward A,Resolved
ACC007860,Data Steward B,In Review
ACC007861,Data Steward B,In Review
ACC007862,Data Steward A,Resolved
ACC007863,Data Steward C,In Review
ACC007864,Data Steward B,Resolved
ACC007865,Data Steward A,Resolved
ACC007866,Data Steward A,Open
ACC007867,Data Steward C,In Review
ACC007868,Data Steward B,Open
ACC007869,Data Steward C,Open
ACC007870,Data Steward C,Open
ACC007871,Data Steward A,In Review
ACC007872,Data Steward A,In Review
ACC007873,Data Steward B,Open
ACC007874,Data Steward B,Resolved
ACC007875,Data Steward C,Open
ACC007876,Data Steward C,Open
ACC007877,Data Steward A,In Review
ACC007878,Data Steward C,In Review
ACC007879,Data Steward C,Resolved
ACC007880,Data Steward B,Resolved
ACC007881,Data Steward B,Resolved
ACC007882,Data Steward C,Open
ACC007883,Data Steward B,Resolved
ACC007884,Data Steward B,Resolved
ACC007885,Data Steward B,Open
ACC007886,Data Steward A,Open
ACC007887,Data Steward C,Resolved
ACC007888,Data Steward C,Open
ACC007889,Data Steward B,In Review
ACC007890,Data Steward C,Open
ACC007891,Data Steward B,Resolved
ACC007892,Data Steward B,Open
ACC007893,Data Steward A,Open
ACC007894,Data Steward B,In Review
ACC007895,Data Steward C,In Review
ACC007896,Data Steward B,In Review
ACC007897,Data Steward C,In Review
ACC007898,Data Steward B,Resolved
ACC007899,Data Steward C,Resolved
ACC007900,Data Steward C,In Review
ACC007901,Data Steward A,In Review
ACC007902,Data Steward C,Resolved
ACC007903,Data Steward A,Open
ACC007904,Data Steward B,Resolved
ACC007905,Data Steward B,Resolved
ACC007906,Data Steward A,In Review
ACC007907,Data Steward B,Open
ACC007908,Data Steward B,Open
ACC007909,Data Steward A,In Review
ACC007910,Data Steward C,Open
ACC007911,Data Steward B,Open
ACC007912,Data Steward B,Resolved
ACC007913,Data Steward A,In Review
ACC007914,Data Steward B,Open
ACC007915,Data Steward C,In Review
ACC007916,Data Steward A,In Review
ACC007917,Data Steward C,Resolved
ACC007918,Data Steward A,Open
ACC007919,Data Steward C,In Review
ACC007920,Data Steward C,Open
ACC007921,Data Steward C,In Review
ACC007922,Data Steward A,Resolved
ACC007923,Data Steward C,Resolved
ACC007924,Data Steward B,Resolved
ACC007925,Data Steward B,Open
ACC007926,Data Steward A,In Review
ACC007927,Data Steward B,Resolved
ACC007928,Data Steward B,Resolved
ACC007929,Data Steward B,In Review
ACC007930,Data Steward A,In Review
ACC007931,Data Steward B,In Review
ACC007932,Data Steward C,Open
ACC007933,Data Steward A,Resolved
ACC007934,Data Steward A,Resolved
ACC007935,Data Steward B,Resolved
ACC007936,Data Steward C,Resolved
ACC007937,Data Steward A,In Review
ACC007938,Data Steward C,In Review
ACC007939,Data Steward A,Resolved
ACC007940,Data Steward C,Resolved
ACC007941,Data Steward B,In Review
ACC007942,Data Steward B,Open
ACC007943,Data Steward B,In Review
ACC007944,Data Steward A,In Review
ACC007945,Data Steward B,In Review
ACC007946,Data Steward C,Resolved
ACC007947,Data Steward B,Open
ACC007948,Data Steward A,Open
ACC007949,Data Steward C,Open
ACC007950,Data Steward A,Resolved
ACC007951,Data Steward C,In Review
ACC007952,Data Steward C,In Review
ACC007953,Data Steward C,In Review
ACC007954,Data Steward C,Resolved
ACC007955,Data Steward A,Open
ACC007956,Data Steward A,In Review
ACC007957,Data Steward C,Resolved
ACC007958,Data Steward B,Open
ACC007959,Data Steward A,Resolved
ACC007960,Data Steward A,Resolved
ACC007961,Data Steward C,In Review
ACC007962,Data Steward A,Open
ACC007963,Data Steward C,Open
ACC007964,Data Steward C,In Review
ACC007965,Data Steward A,Resolved
ACC007966,Data Steward A,In Review
ACC007967,Data Steward B,Resolved
ACC007968,Data Steward A,In Review
ACC007969,Data Steward A,Open
ACC007970,Data Steward C,Resolved
ACC007971,Data Steward A,In Review
ACC007972,Data Steward B,Resolved
ACC007973,Data Steward C,Open
ACC007974,Data Steward C,Open
ACC007975,Data Steward A,Resolved
ACC007976,Data Steward C,Open
ACC007977,Data Steward B,In Review
ACC007978,Data Steward A,Resolved
ACC007979,Data Steward A,Open
ACC007980,Data Steward B,In Review
ACC007981,Data Steward C,Open
ACC007982,Data Steward C,In Review
ACC007983,Data Steward A,Open
ACC007984,Data Steward B,In Review
ACC007985,Data Steward C,Resolved
ACC007986,Data Steward B,Resolved
ACC007987,Data Steward C,In Review
ACC007988,Data Steward A,Open
ACC007989,Data Steward A,Open
ACC007990,Data Steward A,Resolved
ACC007991,Data Steward A,Open
ACC007992,Data Steward C,Open
ACC007993,Data Steward A,In Review
ACC007994,Data Steward A,In Review
ACC007995,Data Steward B,Open
ACC007996,Data Steward A,Resolved
ACC007997,Data Steward C,Resolved
ACC007998,Data Steward B,Open
ACC007999,Data Steward B,Resolved
ACC008000,Data Steward B,Resolved
ACC008001,Data Steward B,Open
ACC008002,Data Steward C,Open
ACC008003,Data Steward A,Resolved
ACC008004,Data Steward C,Resolved
ACC008005,Data Steward C,Open
ACC008006,Data Steward C,In Review
ACC008007,Data Steward C,In Review
ACC008008,Data Steward A,Open
ACC008009,Data Steward C,Resolved
ACC008010,Data Steward B,Open
ACC008011,Data Steward A,Open
ACC008012,Data Steward A,Open
ACC008013,Data Steward B,Open
ACC008014,Data Steward B,Open
ACC008015,Data Steward C,In Review
ACC008016,Data Steward C,In Review
ACC008017,Data Steward B,Resolved
ACC008018,Data Steward A,In Review
ACC008019,Data Steward B,Resolved
ACC008020,Data Steward A,Open
ACC008021,Data Steward A,Open
ACC008022,Data Steward B,In Review
ACC008023,Data Steward A,Open
ACC008024,Data Steward A,In Review
ACC008025,Data Steward C,Resolved
ACC008026,Data Steward A,Open
ACC008027,Data Steward B,In Review
ACC008028,Data Steward B,Resolved
ACC008029,Data Steward C,Open
ACC008030,Data Steward C,Open
ACC008031,Data Steward A,Open
ACC008032,Data Steward C,Resolved
ACC008033,Data Steward C,Resolved
ACC008034,Data Steward B,Resolved
ACC008035,Data Steward A,Open
ACC008036,Data Steward C,Resolved
ACC008037,Data Steward A,In Review
ACC008038,Data Steward C,In Review
ACC008039,Data Steward C,Resolved
ACC008040,Data Steward B,In Review
ACC008041,Data Steward C,Resolved
ACC008042,Data Steward C,In Review
ACC008043,Data Steward C,Open
ACC008044,Data Steward B,Resolved
ACC008045,Data Steward C,In Review
ACC008046,Data Steward B,Open
ACC008047,Data Steward B,Resolved
ACC008048,Data Steward B,In Review
ACC008049,Data Steward A,Open
ACC008050,Data Steward B,Resolved
ACC008051,Data Steward C,Open
ACC008052,Data Steward A,Open
ACC008053,Data Steward C,In Review
ACC008054,Data Steward C,In Review
ACC008055,Data Steward C,Resolved
ACC008056,Data Steward B,Resolved
ACC008057,Data Steward C,In Review
ACC008058,Data Steward B,Resolved
ACC008059,Data Steward A,In Review
ACC008060,Data Steward A,Resolved
ACC008061,Data Steward A,Resolved
ACC008062,Data Steward C,In Review
ACC008063,Data Steward C,Open
ACC008064,Data Steward C,In Review
ACC008065,Data Steward B,Resolved
ACC008066,Data Steward C,Resolved
ACC008067,Data Steward A,Open
ACC008068,Data Steward C,Resolved
ACC008069,Data Steward C,Resolved
ACC008070,Data Steward C,Resolved
ACC008071,Data Steward C,Open
ACC008072,Data Steward B,In Review
ACC008073,Data Steward C,In Review
ACC008074,Data Steward A,Open
ACC008075,Data Steward A,Resolved
ACC008076,Data Steward B,Resolved
ACC008077,Data Steward B,In Review
ACC008078,Data Steward B,Resolved
ACC008079,Data Steward A,In Review
ACC008080,Data Steward C,In Review
ACC008081,Data Steward C,Resolved
ACC008082,Data Steward C,Open
ACC008083,Data Steward A,Open
ACC008084,Data Steward A,Open
ACC008085,Data Steward C,Resolved
ACC008086,Data Steward C,Open
ACC008087,Data Steward C,In Review
ACC008088,Data Steward B,Resolved
ACC008089,Data Steward B,In Review
ACC008090,Data Steward B,Resolved
ACC008091,Data Steward B,Open
ACC008092,Data Steward A,In Review
ACC008093,Data Steward C,Resolved
ACC008094,Data Steward C,Resolved
ACC008095,Data Steward A,Open
ACC008096,Data Steward B,Open
ACC008097,Data Steward A,In Review
ACC008098,Data Steward A,Open
ACC008099,Data Steward B,Open
ACC008100,Data Steward C,Open
ACC008101,Data Steward A,Resolved
ACC008102,Data Steward B,Resolved
ACC008103,Data Steward C,In Review
ACC008104,Data Steward B,Resolved
ACC008105,Data Steward A,Open
ACC008106,Data Steward B,In Review
ACC008107,Data Steward C,Resolved
ACC008108,Data Steward C,Resolved
ACC008109,Data Steward B,Open
ACC008110,Data Steward A,In Review
ACC008111,Data Steward B,Open
ACC008112,Data Steward A,Open
ACC008113,Data Steward A,Resolved
ACC008114,Data Steward C,Resolved
ACC008115,Data Steward C,Open
ACC008116,Data Steward B,Open
ACC008117,Data Steward B,Open
ACC008118,Data Steward C,Open
ACC008119,Data Steward C,In Review
ACC008120,Data Steward B,In Review
ACC008121,Data Steward C,Resolved
ACC008122,Data Steward C,Open
ACC008123,Data Steward A,Resolved
ACC008124,Data Steward C,In Review
ACC008125,Data Steward A,Open
ACC008126,Data Steward C,Open
ACC008127,Data Steward B,In Review
ACC008128,Data Steward A,In Review
ACC008129,Data Steward C,In Review
ACC008130,Data Steward C,In Review
ACC008131,Data Steward C,Resolved
ACC008132,Data Steward C,Resolved
ACC008133,Data Steward B,In Review
ACC008134,Data Steward B,Resolved
ACC008135,Data Steward A,Resolved
ACC008136,Data Steward B,Open
ACC008137,Data Steward B,In Review
ACC008138,Data Steward C,Open
ACC008139,Data Steward A,In Review
ACC008140,Data Steward A,Open
ACC008141,Data Steward B,Open
ACC008142,Data Steward B,In Review
ACC008143,Data Steward C,Resolved
ACC008144,Data Steward C,In Review
ACC008145,Data Steward C,Open
ACC008146,Data Steward B,Resolved
ACC008147,Data Steward B,In Review
ACC008148,Data Steward A,Resolved
ACC008149,Data Steward C,Resolved
ACC008150,Data Steward B,In Review
ACC008151,Data Steward B,Resolved
ACC008152,Data Steward A,In Review
ACC008153,Data Steward C,Resolved
ACC008154,Data Steward B,Resolved
ACC008155,Data Steward C,Open
ACC008156,Data Steward B,In Review
ACC008157,Data Steward A,Resolved
ACC008158,Data Steward A,Open
ACC008159,Data Steward C,Open
ACC008160,Data Steward C,Resolved
ACC008161,Data Steward C,Open
ACC008162,Data Steward A,Open
ACC008163,Data Steward C,Resolved
ACC008164,Data Steward C,Open
ACC008165,Data Steward C,In Review
ACC008166,Data Steward A,In Review
ACC008167,Data Steward B,Resolved
ACC008168,Data Steward B,Open
ACC008169,Data Steward B,Open
ACC008170,Data Steward C,In Review
ACC008171,Data Steward A,Resolved
ACC008172,Data Steward A,Open
ACC008173,Data Steward A,In Review
ACC008174,Data Steward C,In Review
ACC008175,Data Steward B,Open
ACC008176,Data Steward B,In Review
ACC008177,Data Steward A,Resolved
ACC008178,Data Steward C,In Review
ACC008179,Data Steward B,Resolved
ACC008180,Data Steward A,Resolved
ACC008181,Data Steward C,In Review
ACC008182,Data Steward A,In Review
ACC008183,Data Steward C,Open
ACC008184,Data Steward B,In Review
ACC008185,Data Steward B,In Review
ACC008186,Data Steward C,Open
ACC008187,Data Steward C,Resolved
ACC008188,Data Steward C,In Review
ACC008189,Data Steward A,In Review
ACC008190,Data Steward C,Resolved
ACC008191,Data Steward C,In Review
ACC008192,Data Steward A,In Review
ACC008193,Data Steward C,Open
ACC008194,Data Steward A,Resolved
ACC008195,Data Steward B,Resolved
ACC008196,Data Steward B,Open
ACC008197,Data Steward C,Resolved
ACC008198,Data Steward B,In Review
ACC008199,Data Steward B,Resolved
ACC008200,Data Steward B,Open
ACC008201,Data Steward C,Resolved
ACC008202,Data Steward A,Resolved
ACC008203,Data Steward C,In Review
ACC008204,Data Steward C,Resolved
ACC008205,Data Steward A,In Review
ACC008206,Data Steward A,In Review
ACC008207,Data Steward A,In Review
ACC008208,Data Steward B,Resolved
ACC008209,Data Steward B,Open
ACC008210,Data Steward C,Resolved
ACC008211,Data Steward A,In Review
ACC008212,Data Steward B,Open
ACC008213,Data Steward C,Open
ACC008214,Data Steward C,In Review
ACC008215,Data Steward C,In Review
ACC008216,Data Steward B,Resolved
ACC008217,Data Steward A,Resolved
ACC008218,Data Steward C,In Review
ACC008219,Data Steward A,Open
ACC008220,Data Steward A,Resolved
ACC008221,Data Steward C,Open
ACC008222,Data Steward A,In Review
ACC008223,Data Steward A,Resolved
ACC008224,Data Steward C,In Review
ACC008225,Data Steward C,In Review
ACC008226,Data Steward C,Open
ACC008227,Data Steward A,Resolved
ACC008228,Data Steward C,Resolved
ACC008229,Data Steward C,Open
ACC008230,Data Steward A,Open
ACC008231,Data Steward B,In Review
ACC008232,Data Steward C,Resolved
ACC008233,Data Steward B,Open
ACC008234,Data Steward B,In Review
ACC008235,Data Steward B,Open
ACC008236,Data Steward B,Resolved
ACC008237,Data Steward A,Resolved
ACC008238,Data Steward C,Resolved
ACC008239,Data Steward B,Open
ACC008240,Data Steward B,Open
ACC008241,Data Steward B,Resolved
ACC008242,Data Steward B,Resolved
ACC008243,Data Steward A,Resolved
ACC008244,Data Steward C,Resolved
ACC008245,Data Steward C,Open
ACC008246,Data Steward C,In Review
ACC008247,Data Steward B,Open
ACC008248,Data Steward C,Open
ACC008249,Data Steward C,In Review
ACC008250,Data Steward A,In Review
ACC008251,Data Steward B,In Review
ACC008252,Data Steward A,Open
ACC008253,Data Steward A,Resolved
ACC008254,Data Steward C,Open
ACC008255,Data Steward B,Resolved
ACC008256,Data Steward B,In Review
ACC008257,Data Steward C,Resolved
ACC008258,Data Steward A,Open
ACC008259,Data Steward A,In Review
ACC008260,Data Steward A,Resolved
ACC008261,Data Steward B,In Review
ACC008262,Data Steward B,In Review
ACC008263,Data Steward C,Resolved
ACC008264,Data Steward B,Open
ACC008265,Data Steward A,Resolved
ACC008266,Data Steward B,Open
ACC008267,Data Steward C,Resolved
ACC008268,Data Steward A,Resolved
ACC008269,Data Steward C,Resolved
ACC008270,Data Steward A,Open
ACC008271,Data Steward A,In Review
ACC008272,Data Steward A,In Review
ACC008273,Data Steward B,In Review
ACC008274,Data Steward B,Open
ACC008275,Data Steward B,Open
ACC008276,Data Steward C,Resolved
ACC008277,Data Steward A,Open
ACC008278,Data Steward B,In Review
ACC008279,Data Steward A,Resolved
ACC008280,Data Steward B,Resolved
ACC008281,Data Steward C,Resolved
ACC008282,Data Steward C,Resolved
ACC008283,Data Steward C,In Review
ACC008284,Data Steward C,Open
ACC008285,Data Steward B,Open
ACC008286,Data Steward A,In Review
ACC008287,Data Steward A,Resolved
ACC008288,Data Steward B,Open
ACC008289,Data Steward A,Resolved
ACC008290,Data Steward B,Open
ACC008291,Data Steward B,In Review
ACC008292,Data Steward B,Resolved
ACC008293,Data Steward B,Resolved
ACC008294,Data Steward C,In Review
ACC008295,Data Steward B,In Review
ACC008296,Data Steward C,Open
ACC008297,Data Steward C,In Review
ACC008298,Data Steward A,Resolved
ACC008299,Data Steward C,In Review
ACC008300,Data Steward A,Resolved
ACC008301,Data Steward C,Open
ACC008302,Data Steward C,Open
ACC008303,Data Steward C,In Review
ACC008304,Data Steward B,Resolved
ACC008305,Data Steward A,In Review
ACC008306,Data Steward B,In Review
ACC008307,Data Steward B,Resolved
ACC008308,Data Steward A,In Review
ACC008309,Data Steward B,Open
ACC008310,Data Steward B,Open
ACC008311,Data Steward B,Open
ACC008312,Data Steward B,In Review
ACC008313,Data Steward C,Open
ACC008314,Data Steward C,Resolved
ACC008315,Data Steward A,Open
ACC008316,Data Steward C,Open
ACC008317,Data Steward A,Open
ACC008318,Data Steward B,Resolved
ACC008319,Data Steward C,In Review
ACC008320,Data Steward B,In Review
ACC008321,Data Steward C,Resolved
ACC008322,Data Steward B,In Review
ACC008323,Data Steward B,Resolved
ACC008324,Data Steward C,Open
ACC008325,Data Steward B,Resolved
ACC008326,Data Steward A,Resolved
ACC008327,Data Steward B,In Review
ACC008328,Data Steward B,Open
ACC008329,Data Steward C,Open
ACC008330,Data Steward C,Resolved
ACC008331,Data Steward A,In Review
ACC008332,Data Steward C,In Review
ACC008333,Data Steward B,Resolved
ACC008334,Data Steward C,In Review
ACC008335,Data Steward B,Resolved
ACC008336,Data Steward B,In Review
ACC008337,Data Steward B,In Review
ACC008338,Data Steward B,Resolved
ACC008339,Data Steward B,Open
ACC008340,Data Steward C,Open
ACC008341,Data Steward B,Open
ACC008342,Data Steward C,In Review
ACC008343,Data Steward C,Resolved
ACC008344,Data Steward A,In Review
ACC008345,Data Steward B,In Review
ACC008346,Data Steward C,In Review
ACC008347,Data Steward A,In Review
ACC008348,Data Steward B,Open
ACC008349,Data Steward C,In Review
ACC008350,Data Steward C,Resolved
ACC008351,Data Steward C,In Review
ACC008352,Data Steward C,Resolved
ACC008353,Data Steward A,Open
