lead_id,lead_name,source,status,duplicate_count,absorbed_ids
LEA013643,Lead 13642,Event,Working,0,
LEA013644,Lead 13643,Event,Qualified,0,
LEA013645,Lead 13644,Event,Converted,0,
LEA013646,Lead 13645,LinkedIn,Converted,0,
LEA013647,Lead 13646,LinkedIn,Working,0,
LEA013648,Lead 13647,Web,Converted,0,
LEA013649,Lead 13648,LinkedIn,New,0,
LEA013650,Lead 13649,Web,New,0,
LEA013651,Lead 13650,LinkedIn,Converted,0,
LEA013652,Lead 13651,Event,Qualified,0,
LEA013653,Lead 13652,Event,Converted,0,
LEA013654,Lead 13653,Referral,Qualified,0,
LEA013655,Lead 13654,LinkedIn,New,0,
LEA013656,Lead 13655,Referral,Qualified,0,
LEA013657,Lead 13656,Web,Working,0,
LEA013658,Lead 13657,Web,Qualified,0,
LEA013659,Lead 13658,LinkedIn,New,0,
LEA013660,Lead 13659,Event,Converted,0,
LEA013661,Lead 13660,Web,New,0,
LEA013662,Lead 13661,Event,Converted,0,
LEA013663,Lead 13662,LinkedIn,Qualified,0,
LEA013664,Lead 13663,Web,Qualified,0,
LEA013665,Lead 13664,LinkedIn,Working,0,
LEA013666,Lead 13665,Referral,New,0,
LEA013667,Lead 13666,LinkedIn,New,0,
LEA013668,Lead 13667,Event,New,0,
LEA013669,Lead 13668,Web,Qualified,0,
LEA013670,Lead 13669,Event,New,0,
LEA013671,Lead 13670,Web,Working,0,
LEA013672,Lead 13671,Web,New,0,
LEA013673,Lead 13672,Web,Working,0,
LEA013674,Lead 13673,LinkedIn,Working,0,
LEA013675,Lead 13674,Web,Qualified,0,
LEA013676,Lead 13675,Web,Converted,0,
LEA013677,Lead 13676,Event,Qualified,0,
LEA013678,Lead 13677,LinkedIn,New,0,
LEA013679,Lead 13678,Referral,Converted,0,
LEA013680,Lead 13679,Referral,Converted,0,
LEA013681,Lead 13680,Referral,Qualified,0,
LEA013682,Lead 13681,Event,New,0,
LEA013683,Lead 13682,Referral,New,0,
LEA013684,Lead 13683,Referral,New,0,
LEA013685,Lead 13684,Event,Converted,0,
LEA013686,Lead 13685,Event,New,0,
LEA013687,Lead 13686,Referral,Working,0,
LEA013688,Lead 13687,Web,New,0,
LEA013689,Lead 13688,Referral,Converted,0,
LEA013690,Lead 13689,Referral,New,0,
LEA013691,Lead 13690,Event,Converted,0,
LEA013692,Lead 13691,Referral,Converted,0,
LEA013693,Lead 13692,Web,Qualified,0,
LEA013694,Lead 13693,Event,Qualified,0,
LEA013695,Lead 13694,LinkedIn,New,0,
LEA013696,Lead 13695,Event,Qualified,0,
LEA013697,Lead 13696,Referral,Qualified,0,
LEA013698,Lead 13697,Event,Qualified,0,
LEA013699,Lead 13698,Referral,Working,0,
LEA013700,Lead 13699,Event,Working,0,
LEA013701,Lead 13700,Referral,Working,0,
LEA013702,Lead 13701,Referral,Qualified,0,
LEA013703,Lead 13702,Referral,Qualified,0,
LEA013704,Lead 13703,LinkedIn,Converted,0,
LEA013705,Lead 13704,Event,Qualified,0,
LEA013706,Lead 13705,Web,Working,0,
LEA013707,Lead 13706,LinkedIn,Working,0,
LEA013708,Lead 13707,Web,Converted,0,
LEA013709,Lead 13708,Web,Qualified,0,
LEA013710,Lead 13709,Web,Converted,0,
LEA013711,Lead 13710,Web,Qualified,0,
LEA013712,Lead 13711,Web,Qualified,0,
LEA013713,Lead 13712,Referral,Working,0,
LEA013714,Lead 13713,Event,Qualified,0,
LEA013715,Lead 13714,Referral,Converted,0,
LEA013716,Lead 13715,Web,Converted,0,
LEA013717,Lead 13716,LinkedIn,New,0,
LEA013718,Lead 13717,Event,New,0,
LEA013719,Lead 13718,Event,Converted,0,
LEA013720,Lead 13719,Web,New,0,
LEA013721,Lead 13720,Referral,Qualified,0,
LEA013722,Lead 13721,LinkedIn,New,0,
LEA013723,Lead 13722,Referral,Qualified,0,
LEA013724,Lead 13723,Event,New,0,
LEA013725,Lead 13724,Referral,Converted,0,
LEA013726,Lead 13725,LinkedIn,Qualified,0,
LEA013727,Lead 13726,Referral,Converted,0,
LEA013728,Lead 13727,LinkedIn,Qualified,0,
LEA013729,Lead 13728,LinkedIn,New,0,
LEA013730,Lead 13729,Event,New,0,
LEA013731,Lead 13730,Referral,New,0,
LEA013732,Lead 13731,LinkedIn,New,0,
LEA013733,Lead 13732,Web,Qualified,0,
LEA013734,Lead 13733,Event,New,0,
LEA013735,Lead 13734,Web,Qualified,0,
LEA013736,Lead 13735,LinkedIn,Working,0,
LEA013737,Lead 13736,LinkedIn,Working,0,
LEA013738,Lead 13737,Referral,Qualified,0,
LEA013739,Lead 13738,LinkedIn,Qualified,0,
LEA013740,Lead 13739,Web,Qualified,0,
LEA013741,Lead 13740,Web,Converted,0,
LEA013742,Lead 13741,Referral,Working,0,
LEA013743,Lead 13742,Referral,New,0,
LEA013744,Lead 13743,LinkedIn,Converted,0,
LEA013745,Lead 13744,Web,Qualified,0,
LEA013746,Lead 13745,Event,Converted,0,
LEA013747,Lead 13746,Web,New,0,
LEA013748,Lead 13747,Event,Qualified,0,
LEA013749,Lead 13748,Event,Qualified,0,
LEA013750,Lead 13749,Referral,Qualified,0,
LEA013751,Lead 13750,Web,Converted,0,
LEA013752,Lead 13751,Web,Working,0,
LEA013753,Lead 13752,Referral,New,0,
LEA013754,Lead 13753,Referral,Converted,0,
LEA013755,Lead 13754,LinkedIn,Qualified,0,
LEA013756,Lead 13755,Web,Working,0,
LEA013757,Lead 13756,Event,Converted,0,
LEA013758,Lead 13757,Web,Converted,0,
LEA013759,Lead 13758,Referral,New,0,
LEA013760,Lead 13759,LinkedIn,Qualified,0,
LEA013761,Lead 13760,Event,Qualified,0,
LEA013762,Lead 13761,Web,Qualified,0,
LEA013763,Lead 13762,LinkedIn,Qualified,0,
LEA013764,Lead 13763,Referral,New,0,
LEA013765,Lead 13764,LinkedIn,Working,0,
LEA013766,Lead 13765,Event,Working,0,
LEA013767,Lead 13766,Event,Working,0,
LEA013768,Lead 13767,Web,New,0,
LEA013769,Lead 13768,Referral,New,0,
LEA013770,Lead 13769,Referral,Qualified,0,
LEA013771,Lead 13770,LinkedIn,Converted,0,
LEA013772,Lead 13771,LinkedIn,Converted,0,
LEA013773,Lead 13772,LinkedIn,New,0,
LEA013774,Lead 13773,Web,Converted,0,
LEA013775,Lead 13774,Referral,Qualified,0,
LEA013776,Lead 13775,Referral,New,0,
LEA013777,Lead 13776,Referral,New,0,
LEA013778,Lead 13777,Web,New,0,
LEA013779,Lead 13778,Web,Qualified,0,
LEA013780,Lead 13779,LinkedIn,Qualified,0,
LEA013781,Lead 13780,Web,New,0,
LEA013782,Lead 13781,Web,New,0,
LEA013783,Lead 13782,LinkedIn,Converted,0,
LEA013784,Lead 13783,Web,Qualified,0,
LEA013785,Lead 13784,Event,Qualified,0,
LEA013786,Lead 13785,LinkedIn,Converted,0,
LEA013787,Lead 13786,Web,Working,0,
LEA013788,Lead 13787,Web,New,0,
LEA013789,Lead 13788,Event,New,0,
LEA013790,Lead 13789,LinkedIn,New,0,
LEA013791,Lead 13790,Referral,Working,0,
LEA013792,Lead 13791,Referral,Working,0,
LEA013793,Lead 13792,Web,Working,0,
LEA013794,Lead 13793,Referral,Working,0,
LEA013795,Lead 13794,Event,Qualified,0,
LEA013796,Lead 13795,LinkedIn,Working,0,
LEA013797,Lead 13796,Referral,Converted,0,
LEA013798,Lead 13797,Web,New,0,
LEA013799,Lead 13798,Event,Working,0,
LEA013800,Lead 13799,Web,Working,0,
LEA013801,Lead 13800,LinkedIn,Converted,0,
LEA013802,Lead 13801,LinkedIn,Qualified,0,
LEA013803,Lead 13802,Event,Working,0,
LEA013804,Lead 13803,LinkedIn,Qualified,0,
LEA013805,Lead 13804,LinkedIn,Converted,0,
LEA013806,Lead 13805,Web,Working,0,
LEA013807,Lead 13806,Referral,Qualified,0,
LEA013808,Lead 13807,Referral,Converted,0,
LEA013809,Lead 13808,Event,New,0,
LEA013810,Lead 13809,Event,Converted,0,
LEA013811,Lead 13810,Web,New,0,
LEA013812,Lead 13811,Referral,New,0,
LEA013813,Lead 13812,Web,Converted,0,
LEA013814,Lead 13813,LinkedIn,Qualified,0,
LEA013815,Lead 13814,Event,Converted,0,
LEA013816,Lead 13815,Event,Qualified,0,
LEA013817,Lead 13816,Event,Qualified,0,
LEA013818,Lead 13817,Web,New,0,
LEA013819,Lead 13818,Event,New,0,
LEA013820,Lead 13819,LinkedIn,Qualified,0,
LEA013821,Lead 13820,Web,Converted,0,
LEA013822,Lead 13821,LinkedIn,Qualified,0,
LEA013823,Lead 13822,Referral,Converted,0,
LEA013824,Lead 13823,Event,New,0,
LEA013825,Lead 13824,Event,New,0,
LEA013826,Lead 13825,Web,New,0,
LEA013827,Lead 13826,LinkedIn,New,0,
LEA013828,Lead 13827,Referral,Qualified,0,
LEA013829,Lead 13828,LinkedIn,New,0,
LEA013830,Lead 13829,LinkedIn,Working,0,
LEA013831,Lead 13830,LinkedIn,Qualified,0,
LEA013832,Lead 13831,Web,Converted,0,
LEA013833,Lead 13832,Web,Qualified,0,
LEA013834,Lead 13833,LinkedIn,Working,0,
LEA013835,Lead 13834,Referral,Qualified,0,
LEA013836,Lead 13835,Web,New,0,
LEA013837,Lead 13836,Web,Working,0,
LEA013838,Lead 13837,LinkedIn,Qualified,0,
LEA013839,Lead 13838,Referral,New,0,
LEA013840,Lead 13839,Web,Working,0,
LEA013841,Lead 13840,Event,Qualified,0,
LEA013842,Lead 13841,LinkedIn,Qualified,0,
LEA013843,Lead 13842,LinkedIn,Converted,0,
LEA013844,Lead 13843,Event,New,0,
LEA013845,Lead 13844,Event,Working,0,
LEA013846,Lead 13845,LinkedIn,New,0,
LEA013847,Lead 13846,Referral,Qualified,0,
LEA013848,Lead 13847,LinkedIn,Qualified,0,
LEA013849,Lead 13848,Referral,Converted,0,
LEA013850,Lead 13849,LinkedIn,Qualified,0,
LEA013851,Lead 13850,Referral,Working,0,
LEA013852,Lead 13851,Referral,New,0,
LEA013853,Lead 13852,Web,Converted,0,
LEA013854,Lead 13853,Event,Working,0,
LEA013855,Lead 13854,Event,Working,0,
LEA013856,Lead 13855,Referral,New,0,
LEA013857,Lead 13856,Referral,Working,0,
LEA013858,Lead 13857,LinkedIn,Converted,0,
LEA013859,Lead 13858,LinkedIn,New,0,
LEA013860,Lead 13859,Referral,Qualified,0,
LEA013861,Lead 13860,Referral,Qualified,0,
LEA013862,Lead 13861,LinkedIn,New,0,
LEA013863,Lead 13862,LinkedIn,New,0,
LEA013864,Lead 13863,Event,New,0,
LEA013865,Lead 13864,Referral,Working,0,
LEA013866,Lead 13865,Referral,Qualified,0,
LEA013867,Lead 13866,Event,Converted,0,
LEA013868,Lead 13867,Referral,Working,0,
LEA013869,Lead 13868,Web,Working,0,
LEA013870,Lead 13869,LinkedIn,Working,0,
LEA013871,Lead 13870,Web,Converted,0,
LEA013872,Lead 13871,LinkedIn,New,0,
LEA013873,Lead 13872,LinkedIn,Converted,0,
LEA013874,Lead 13873,Referral,New,0,
LEA013875,Lead 13874,Event,New,0,
LEA013876,Lead 13875,LinkedIn,Qualified,0,
LEA013877,Lead 13876,LinkedIn,New,0,
LEA013878,Lead 13877,LinkedIn,Qualified,0,
LEA013879,Lead 13878,Referral,New,0,
LEA013880,Lead 13879,LinkedIn,Converted,0,
LEA013881,Lead 13880,Web,New,0,
LEA013882,Lead 13881,Event,New,0,
LEA013883,Lead 13882,Web,New,0,
LEA013884,Lead 13883,LinkedIn,New,0,
LEA013885,Lead 13884,Event,Converted,0,
LEA013886,Lead 13885,LinkedIn,Qualified,0,
LEA013887,Lead 13886,Event,Converted,0,
LEA013888,Lead 13887,LinkedIn,Qualified,0,
LEA013889,Lead 13888,Web,New,0,
LEA013890,Lead 13889,LinkedIn,Qualified,0,
LEA013891,Lead 13890,Event,New,0,
LEA013892,Lead 13891,LinkedIn,New,0,
LEA013893,Lead 13892,Referral,Working,0,
LEA013894,Lead 13893,Event,Converted,0,
LEA013895,Lead 13894,Event,Qualified,0,
LEA013896,Lead 13895,Event,New,0,
LEA013897,Lead 13896,Web,Converted,0,
LEA013898,Lead 13897,LinkedIn,Qualified,0,
LEA013899,Lead 13898,Referral,Qualified,0,
LEA013900,Lead 13899,Referral,Qualified,0,
LEA013901,Lead 13900,Event,Working,0,
LEA013902,Lead 13901,Web,New,0,
LEA013903,Lead 13902,Web,Converted,0,
LEA013904,Lead 13903,Event,Working,0,
LEA013905,Lead 13904,Referral,Qualified,0,
LEA013906,Lead 13905,LinkedIn,Working,0,
LEA013907,Lead 13906,LinkedIn,New,0,
LEA013908,Lead 13907,Web,Working,0,
LEA013909,Lead 13908,Referral,Converted,0,
LEA013910,Lead 13909,LinkedIn,Working,0,
LEA013911,Lead 13910,Web,Working,0,
LEA013912,Lead 13911,Web,Qualified,0,
LEA013913,Lead 13912,LinkedIn,New,0,
LEA013914,Lead 13913,LinkedIn,Qualified,0,
LEA013915,Lead 13914,LinkedIn,New,0,
LEA013916,Lead 13915,Event,Qualified,0,
LEA013917,Lead 13916,Web,Converted,0,
LEA013918,Lead 13917,Event,Working,0,
LEA013919,Lead 13918,LinkedIn,New,0,
LEA013920,Lead 13919,Web,Converted,0,
LEA013921,Lead 13920,Referral,Qualified,0,
LEA013922,Lead 13921,LinkedIn,New,0,
LEA013923,Lead 13922,Event,New,0,
LEA013924,Lead 13923,LinkedIn,Qualified,0,
LEA013925,Lead 13924,Referral,Converted,0,
LEA013926,Lead 13925,LinkedIn,Converted,0,
LEA013927,Lead 13926,Event,New,0,
LEA013928,Lead 13927,Web,New,0,
LEA013929,Lead 13928,Event,Converted,0,
LEA013930,Lead 13929,Event,Qualified,0,
LEA013931,Lead 13930,Event,Qualified,0,
LEA013932,Lead 13931,LinkedIn,Converted,0,
LEA013933,Lead 13932,Web,Working,0,
LEA013934,Lead 13933,LinkedIn,Converted,0,
LEA013935,Lead 13934,Referral,New,0,
LEA013936,Lead 13935,LinkedIn,Converted,0,
LEA013937,Lead 13936,Referral,New,0,
LEA013938,Lead 13937,Referral,Converted,0,
LEA013939,Lead 13938,Web,Converted,0,
LEA013940,Lead 13939,Referral,New,0,
LEA013941,Lead 13940,Referral,New,0,
LEA013942,Lead 13941,LinkedIn,Converted,0,
LEA013943,Lead 13942,Referral,Working,0,
LEA013944,Lead 13943,Web,New,0,
LEA013945,Lead 13944,LinkedIn,Working,0,
LEA013946,Lead 13945,Event,Working,0,
LEA013947,Lead 13946,Referral,New,0,
LEA013948,Lead 13947,Referral,Converted,0,
LEA013949,Lead 13948,Web,Working,0,
LEA013950,Lead 13949,LinkedIn,Working,0,
LEA013951,Lead 13950,LinkedIn,Qualified,0,
LEA013952,Lead 13951,Event,Converted,0,
LEA013953,Lead 13952,Event,Qualified,0,
LEA013954,Lead 13953,Event,Converted,0,
LEA013955,Lead 13954,Referral,Working,0,
LEA013956,Lead 13955,Web,Qualified,0,
LEA013957,Lead 13956,Referral,Working,0,
LEA013958,Lead 13957,Referral,Converted,0,
LEA013959,Lead 13958,Referral,New,0,
LEA013960,Lead 13959,Referral,Converted,0,
LEA013961,Lead 13960,Referral,New,0,
LEA013962,Lead 13961,LinkedIn,Qualified,0,
LEA013963,Lead 13962,Event,Converted,0,
LEA013964,Lead 13963,LinkedIn,Converted,0,
LEA013965,Lead 13964,LinkedIn,Converted,0,
LEA013966,Lead 13965,Event,New,0,
LEA013967,Lead 13966,Event,New,0,
LEA013968,Lead 13967,Web,Working,0,
LEA013969,Lead 13968,LinkedIn,New,0,
LEA013970,Lead 13969,Event,New,0,
LEA013971,Lead 13970,Referral,Working,0,
LEA013972,Lead 13971,Event,Working,0,
LEA013973,Lead 13972,Event,Qualified,0,
LEA013974,Lead 13973,Web,Converted,0,
LEA013975,Lead 13974,Event,Working,0,
LEA013976,Lead 13975,Referral,Converted,0,
LEA013977,Lead 13976,Referral,Converted,0,
LEA013978,Lead 13977,Web,Converted,0,
LEA013979,Lead 13978,Web,New,0,
LEA013980,Lead 13979,Event,Qualified,0,
LEA013981,Lead 13980,Event,New,0,
LEA013982,Lead 13981,Web,Qualified,0,
LEA013983,Lead 13982,LinkedIn,Qualified,0,
LEA013984,Lead 13983,Referral,New,0,
LEA013985,Lead 13984,Web,New,0,
LEA013986,Lead 13985,Web,New,0,
LEA013987,Lead 13986,Referral,New,0,
LEA013988,Lead 13987,Web,Working,0,
LEA013989,Lead 13988,LinkedIn,Working,0,
LEA013990,Lead 13989,Web,Working,0,
LEA013991,Lead 13990,Event,New,0,
LEA013992,Lead 13991,LinkedIn,Working,0,
LEA013993,Lead 13992,LinkedIn,Converted,0,
LEA013994,Lead 13993,Web,Working,0,
LEA013995,Lead 13994,LinkedIn,Qualified,0,
LEA013996,Lead 13995,Referral,Converted,0,
LEA013997,Lead 13996,Referral,New,0,
LEA013998,Lead 13997,LinkedIn,Converted,0,
LEA013999,Lead 13998,Web,Working,0,
LEA014000,Lead 13999,Referral,New,0,
LEA014001,Lead 14000,Referral,Working,0,
LEA014002,Lead 14001,LinkedIn,Working,0,
LEA014003,Lead 14002,LinkedIn,Qualified,0,
LEA014004,Lead 14003,Web,Working,0,
LEA014005,Lead 14004,LinkedIn,Working,0,
LEA014006,Lead 14005,LinkedIn,Qualified,0,
LEA014007,Lead 14006,Referral,Qualified,0,
LEA014008,Lead 14007,Event,Qualified,0,
LEA014009,Lead 14008,Event,Converted,0,
LEA014010,Lead 14009,Web,Working,0,
LEA014011,Lead 14010,Referral,Converted,0,
LEA014012,Lead 14011,Web,New,0,
LEA014013,Lead 14012,LinkedIn,Working,0,
LEA014014,Lead 14013,Event,Converted,0,
LEA014015,Lead 14014,Event,New,0,
LEA014016,Lead 14015,Web,Converted,0,
LEA014017,Lead 14016,Event,Qualified,0,
LEA014018,Lead 14017,Web,Qualified,0,
LEA014019,Lead 14018,Referral,Qualified,0,
LEA014020,Lead 14019,Referral,New,0,
LEA014021,Lead 14020,Web,Converted,0,
LEA014022,Lead 14021,LinkedIn,Working,0,
LEA014023,Lead 14022,Web,Qualified,0,
LEA014024,Lead 14023,Web,New,0,
LEA014025,Lead 14024,Referral,Converted,0,
LEA014026,Lead 14025,Web,Qualified,0,
LEA014027,Lead 14026,Event,New,0,
LEA014028,Lead 14027,LinkedIn,New,0,
LEA014029,Lead 14028,Web,Converted,0,
LEA014030,Lead 14029,LinkedIn,Qualified,0,
LEA014031,Lead 14030,LinkedIn,New,0,
LEA014032,Lead 14031,Web,Converted,0,
LEA014033,Lead 14032,LinkedIn,New,0,
LEA014034,Lead 14033,LinkedIn,Working,0,
LEA014035,Lead 14034,Event,Converted,0,
LEA014036,Lead 14035,Event,Working,0,
LEA014037,Lead 14036,Web,New,0,
LEA014038,Lead 14037,Web,Working,0,
LEA014039,Lead 14038,Event,Converted,0,
LEA014040,Lead 14039,Event,New,0,
LEA014041,Lead 14040,Web,Working,0,
LEA014042,Lead 14041,Web,New,0,
LEA014043,Lead 14042,Event,Converted,0,
LEA014044,Lead 14043,Referral,Qualified,0,
LEA014045,Lead 14044,Referral,Working,0,
LEA014046,Lead 14045,Referral,Working,0,
LEA014047,Lead 14046,Referral,New,0,
LEA014048,Lead 14047,LinkedIn,Converted,0,
LEA014049,Lead 14048,Referral,Converted,0,
LEA014050,Lead 14049,Web,New,0,
LEA014051,Lead 14050,Event,Converted,0,
LEA014052,Lead 14051,Referral,New,0,
LEA014053,Lead 14052,LinkedIn,Working,0,
LEA014054,Lead 14053,Web,New,0,
LEA014055,Lead 14054,Event,Converted,0,
LEA014056,Lead 14055,Web,Working,0,
LEA014057,Lead 14056,Event,Qualified,0,
LEA014058,Lead 14057,Event,Qualified,0,
LEA014059,Lead 14058,Referral,New,0,
LEA014060,Lead 14059,Referral,Converted,0,
LEA014061,Lead 14060,Referral,Converted,0,
LEA014062,Lead 14061,Referral,New,0,
LEA014063,Lead 14062,Event,Qualified,0,
LEA014064,Lead 14063,Web,Working,0,
LEA014065,Lead 14064,Web,Working,0,
LEA014066,Lead 14065,Web,Working,0,
LEA014067,Lead 14066,Event,Converted,0,
LEA014068,Lead 14067,Web,Qualified,0,
LEA014069,Lead 14068,Web,Converted,0,
LEA014070,Lead 14069,Web,New,0,
LEA014071,Lead 14070,Referral,Converted,0,
LEA014072,Lead 14071,Event,Qualified,0,
LEA014073,Lead 14072,Web,Qualified,0,
LEA014074,Lead 14073,Referral,New,0,
LEA014075,Lead 14074,LinkedIn,New,0,
LEA014076,Lead 14075,Web,Working,0,
LEA014077,Lead 14076,Web,Converted,0,
LEA014078,Lead 14077,LinkedIn,Working,0,
LEA014079,Lead 14078,LinkedIn,New,0,
LEA014080,Lead 14079,Web,Qualified,0,
LEA014081,Lead 14080,Web,Working,0,
LEA014082,Lead 14081,LinkedIn,New,0,
LEA014083,Lead 14082,Web,Working,0,
LEA014084,Lead 14083,Referral,Working,0,
LEA014085,Lead 14084,LinkedIn,New,0,
LEA014086,Lead 14085,Web,Qualified,0,
LEA014087,Lead 14086,LinkedIn,Converted,0,
LEA014088,Lead 14087,Web,Qualified,0,
LEA014089,Lead 14088,LinkedIn,Qualified,0,
LEA014090,Lead 14089,Event,Converted,0,
LEA014091,Lead 14090,Event,New,0,
LEA014092,Lead 14091,LinkedIn,Qualified,0,
LEA014093,Lead 14092,Web,Qualified,0,
LEA014094,Lead 14093,LinkedIn,Qualified,0,
LEA014095,Lead 14094,LinkedIn,New,0,
LEA014096,Lead 14095,Referral,Converted,0,
LEA014097,Lead 14096,LinkedIn,Working,0,
LEA014098,Lead 14097,LinkedIn,New,0,
LEA014099,Lead 14098,Web,New,0,
LEA014100,Lead 14099,Event,Working,0,
LEA014101,Lead 14100,Web,Qualified,0,
LEA014102,Lead 14101,Event,Working,0,
LEA014103,Lead 14102,LinkedIn,Working,0,
LEA014104,Lead 14103,Referral,New,0,
LEA014105,Lead 14104,Web,Converted,0,
LEA014106,Lead 14105,LinkedIn,Converted,0,
LEA014107,Lead 14106,Web,Qualified,0,
LEA014108,Lead 14107,Web,Converted,0,
LEA014109,Lead 14108,LinkedIn,Qualified,0,
LEA014110,Lead 14109,Web,Working,0,
LEA014111,Lead 14110,Web,Converted,0,
LEA014112,Lead 14111,Referral,Qualified,0,
LEA014113,Lead 14112,Web,Working,0,
LEA014114,Lead 14113,Web,Converted,0,
LEA014115,Lead 14114,Event,New,0,
LEA014116,Lead 14115,Event,Qualified,0,
LEA014117,Lead 14116,LinkedIn,Working,0,
LEA014118,Lead 14117,Event,New,0,
LEA014119,Lead 14118,Web,Qualified,0,
LEA014120,Lead 14119,Referral,Qualified,0,
LEA014121,Lead 14120,Web,Qualified,0,
LEA014122,Lead 14121,Referral,Qualified,0,
LEA014123,Lead 14122,Referral,Qualified,0,
LEA014124,Lead 14123,Referral,Working,0,
LEA014125,Lead 14124,Event,Qualified,0,
LEA014126,Lead 14125,Event,Working,0,
LEA014127,Lead 14126,Web,Qualified,0,
LEA014128,Lead 14127,Event,Working,0,
LEA014129,Lead 14128,Event,Converted,0,
LEA014130,Lead 14129,Referral,Converted,0,
LEA014131,Lead 14130,Event,Converted,0,
LEA014132,Lead 14131,Web,Qualified,0,
LEA014133,Lead 14132,Event,Converted,0,
LEA014134,Lead 14133,LinkedIn,Qualified,0,
LEA014135,Lead 14134,Web,Converted,0,
LEA014136,Lead 14135,Event,Working,0,
LEA014137,Lead 14136,Event,New,0,
LEA014138,Lead 14137,Referral,Working,0,
LEA014139,Lead 14138,LinkedIn,Qualified,0,
LEA014140,Lead 14139,Event,Working,0,
LEA014141,Lead 14140,Event,Converted,0,
LEA014142,Lead 14141,Event,Qualified,0,
LEA014143,Lead 14142,Referral,New,0,
LEA014144,Lead 14143,LinkedIn,New,0,
LEA014145,Lead 14144,Referral,Converted,0,
LEA014146,Lead 14145,LinkedIn,Working,0,
LEA014147,Lead 14146,Web,New,0,
LEA014148,Lead 14147,Web,Qualified,0,
LEA014149,Lead 14148,Referral,Qualified,0,
LEA014150,Lead 14149,Event,New,0,
LEA014151,Lead 14150,Referral,New,0,
LEA014152,Lead 14151,LinkedIn,Qualified,0,
LEA014153,Lead 14152,Referral,Converted,0,
LEA014154,Lead 14153,Web,New,0,
LEA014155,Lead 14154,Referral,Working,0,
LEA014156,Lead 14155,Web,Converted,0,
LEA014157,Lead 14156,Event,Qualified,0,
LEA014158,Lead 14157,Event,Qualified,0,
LEA014159,Lead 14158,Referral,Working,0,
LEA014160,Lead 14159,LinkedIn,Converted,0,
LEA014161,Lead 14160,Event,Converted,0,
LEA014162,Lead 14161,LinkedIn,New,0,
LEA014163,Lead 14162,Web,New,0,
LEA014164,Lead 14163,Referral,Qualified,0,
LEA014165,Lead 14164,Referral,New,0,
LEA014166,Lead 14165,Web,Converted,0,
LEA014167,Lead 14166,Referral,Converted,0,
LEA014168,Lead 14167,Referral,Working,0,
LEA014169,Lead 14168,LinkedIn,New,0,
LEA014170,Lead 14169,Web,Working,0,
LEA014171,Lead 14170,Web,Converted,0,
LEA014172,Lead 14171,Web,New,0,
LEA014173,Lead 14172,Referral,New,0,
LEA014174,Lead 14173,Event,Working,0,
LEA014175,Lead 14174,Web,Working,0,
LEA014176,Lead 14175,Event,Qualified,0,
LEA014177,Lead 14176,Referral,Converted,0,
LEA014178,Lead 14177,LinkedIn,Converted,0,
LEA014179,Lead 14178,LinkedIn,New,0,
LEA014180,Lead 14179,Event,Working,0,
LEA014181,Lead 14180,Event,Working,0,
LEA014182,Lead 14181,Referral,Qualified,0,
LEA014183,Lead 14182,LinkedIn,Qualified,0,
LEA014184,Lead 14183,Event,New,0,
LEA014185,Lead 14184,Web,New,0,
LEA014186,Lead 14185,Web,New,0,
LEA014187,Lead 14186,LinkedIn,Working,0,
LEA014188,Lead 14187,Web,Qualified,0,
LEA014189,Lead 14188,LinkedIn,Qualified,0,
LEA014190,Lead 14189,Web,Qualified,0,
LEA014191,Lead 14190,Web,Converted,0,
LEA014192,Lead 14191,Event,Converted,0,
LEA014193,Lead 14192,Web,New,0,
LEA014194,Lead 14193,Web,Qualified,0,
LEA014195,Lead 14194,Event,Working,0,
LEA014196,Lead 14195,Referral,Working,0,
LEA014197,Lead 14196,LinkedIn,Qualified,0,
LEA014198,Lead 14197,Web,New,0,
LEA014199,Lead 14198,Referral,Working,0,
LEA014200,Lead 14199,Event,New,0,
LEA014201,Lead 14200,Web,New,0,
LEA014202,Lead 14201,LinkedIn,Converted,0,
LEA014203,Lead 14202,Referral,Converted,0,
LEA014204,Lead 14203,Web,Qualified,0,
LEA014205,Lead 14204,Event,Working,0,
LEA014206,Lead 14205,Web,Working,0,
LEA014207,Lead 14206,Referral,Converted,0,
LEA014208,Lead 14207,Event,Qualified,0,
LEA014209,Lead 14208,Event,New,0,
LEA014210,Lead 14209,Referral,Converted,0,
LEA014211,Lead 14210,Event,Working,0,
LEA014212,Lead 14211,Referral,Working,0,
LEA014213,Lead 14212,LinkedIn,Qualified,0,
LEA014214,Lead 14213,Referral,Qualified,0,
LEA014215,Lead 14214,Web,Working,0,
LEA014216,Lead 14215,LinkedIn,Qualified,0,
LEA014217,Lead 14216,LinkedIn,Converted,0,
LEA014218,Lead 14217,Web,New,0,
LEA014219,Lead 14218,Referral,New,0,
LEA014220,Lead 14219,Event,Converted,0,
LEA014221,Lead 14220,Web,New,0,
LEA014222,Lead 14221,LinkedIn,Qualified,0,
LEA014223,Lead 14222,Web,Working,0,
LEA014224,Lead 14223,LinkedIn,Qualified,0,
LEA014225,Lead 14224,Referral,New,0,
LEA014226,Lead 14225,LinkedIn,Converted,0,
LEA014227,Lead 14226,LinkedIn,Working,0,
LEA014228,Lead 14227,LinkedIn,Working,0,
LEA014229,Lead 14228,Web,Qualified,0,
LEA014230,Lead 14229,Web,New,0,
